cliente_id,regiao,segmento_negocio,canal_relacionamento,porte_cliente,distancia_cd_km,volume_medio_entregue_kg,entregas_mes,ticket_medio_rs,receita_mensal_estimada_rs,lead_time_medio_dias,entregas_no_prazo_pct,custo_medio_entrega_rs,custo_logistico_mensal_rs,custo_por_kg_rs,taxa_ocorrencias_pct,variabilidade_demanda_pct,pedidos_urgentes_pct,prioridade_contrato,risco_operacional_score,anomalia_sintetica,tipo_anomalia_sintetica,cluster_teorico_sintetico
CLI_04100,Norte,Varejo,Marketplace,Pequeno,240.8,487.3,8,4062.97,32503.73,5.07,55.064354456526175,789.63,6317.04,1.6204,23.69,18.28,53.78,Alta,66.39,1,baixo_prazo_extremo,Críticos operacionais
CLI_04101,Nordeste,Indústria,Venda direta,Pequeno,86.9,710.8,11,5686.4,62550.36,2.29,94.52,209.53,2304.83,0.2948,1.95,25.9,27.14,Média,16.33,0,normal,Recorrentes padrão
CLI_04102,Norte,Varejo,B2B,Pequeno,238.6,811.3,8,4247.43,33979.46,3.32,84.17,402.97,3223.76,0.4967,4.5,29.75,25.53,Média,27.98,0,normal,Longa distância alto custo
CLI_04103,Nordeste,Varejo,B2B,Pequeno,333.8,1074.5,5,6297.62,31488.09,3.58,79.63,727.86,3639.3,0.6774,7.77,26.18,14.0,Média,32.57,0,normal,Longa distância alto custo
CLI_04104,Centro-Oeste,E-commerce,Venda direta,Médio,51.8,893.4,5,4148.54,20742.69,1.88,96.64,174.82,874.1,0.1957,6.3,17.83,19.49,Média,15.33,0,normal,Recorrentes padrão
CLI_04105,Nordeste,Indústria,Venda direta,Médio,349.1,538.9,9,3097.58,27878.24,6.97,61.76,442.63,3983.67,0.8214,11.96,62.94,45.36,Baixa,63.23,0,normal,Críticos operacionais
CLI_04106,Sudeste,Indústria,B2B,Pequeno,23.6,1633.0,16,5018.37,80293.89,1.83,98.0,233.28,3732.48,0.1429,1.47,10.58,14.82,Alta,9.54,0,normal,Estratégicos urbanos
CLI_04107,Sul,Atacado,Distribuidor,Médio,480.4,808.6,4,5170.61,20682.46,5.03,88.26,757.07,3028.28,0.9363,5.44,46.69,16.09,Média,31.54,0,normal,Longa distância alto custo
CLI_04108,Sudeste,Serviços,B2B,Grande,134.8,153.5,7,1146.71,8026.96,3.94,95.97,295.54,2068.78,1.9253,6.13,69.18,34.31,Média,28.54,0,normal,Baixo volume instável
CLI_04109,Centro-Oeste,E-commerce,Distribuidor,Pequeno,406.9,822.5,5,3043.25,15216.23,6.9,80.67,608.08,3040.4,0.7393,14.86,47.88,40.86,Média,50.24,0,normal,Críticos operacionais
CLI_04110,Sudeste,Atacado,Marketplace,Pequeno,102.6,559.7,7,4517.2,31620.41,2.08,92.49,204.88,1434.16,0.3661,2.18,26.45,25.56,Média,17.26,0,normal,Recorrentes padrão
CLI_04111,Centro-Oeste,Varejo,Marketplace,Pequeno,57.8,519.2,11,3361.18,36972.99,3.4,85.56,251.77,2769.47,0.4849,4.93,21.71,21.18,Média,26.17,0,normal,Recorrentes padrão
CLI_04112,Sul,Serviços,Distribuidor,Pequeno,181.6,241.7,4,1659.44,6637.76,3.34,87.78,226.16,904.64,0.9357,1.53,73.06,30.22,Baixa,29.36,0,normal,Baixo volume instável
CLI_04113,Sul,Atacado,Distribuidor,Pequeno,183.8,183.5,4,1621.17,6484.66,3.3,89.52,275.0,1100.0,1.4986,8.04,55.13,48.46,Baixa,32.02,0,normal,Baixo volume instável
CLI_04114,Sul,Varejo,B2B,Pequeno,66.9,734.6,14,4299.34,60190.8,2.1,92.98,316.78,4434.92,0.4312,2.6,20.69,26.51,Alta,16.63,0,normal,Recorrentes padrão
CLI_04115,Norte,E-commerce,B2B,Pequeno,147.5,120.5,4,1769.91,7079.64,3.17,79.6,332.44,1329.76,2.7588,4.61,41.11,48.76,Média,34.12,0,normal,Baixo volume instável
CLI_04116,Sudeste,Varejo,B2B,Pequeno,93.9,866.8,6,5526.36,33158.14,2.32,90.1,246.94,1481.64,0.2849,22.299123696318517,17.14,40.57,Alta,33.91,1,ocorrencia_extrema,Recorrentes padrão
CLI_04117,Nordeste,Varejo,Marketplace,Pequeno,309.2,1151.7,7,5764.32,40350.22,4.71,84.26,970.09,6790.63,0.8423,37.947368496873494,46.04,35.78,Alta,58.2,1,ocorrencia_extrema,Longa distância alto custo
CLI_04118,Nordeste,Atacado,Venda direta,Pequeno,151.6,362.1,3,1918.92,5756.76,2.56,92.67,277.15,831.45,0.7654,7.09,44.0,29.0,Baixa,24.35,0,normal,Baixo volume instável
CLI_04119,Sudeste,Atacado,Marketplace,Médio,72.7,411.5,13,4842.9,62957.67,2.65,92.38,239.47,3113.11,0.5819,5.13,15.34,20.21,Média,19.01,0,normal,Recorrentes padrão
CLI_04120,Sudeste,E-commerce,B2B,Médio,38.7,714.5,7,5830.64,40814.48,2.92,91.28,291.36,2039.52,0.4078,4.53,17.03,22.37,Média,20.38,0,normal,Recorrentes padrão
CLI_04121,Nordeste,Atacado,Venda direta,Médio,449.5,680.3,9,4572.09,41148.78,5.39,52.36,518.05,4662.45,0.7615,11.21,29.16,44.96,Média,60.71,0,normal,Críticos operacionais
CLI_04122,Sul,Atacado,B2B,Grande,78.9,139.7,6,1133.35,6800.1,1.58,91.13,318.21,1909.26,2.2778,12.03,31.43,35.38,Baixa,25.41,0,normal,Baixo volume instável
CLI_04123,Nordeste,E-commerce,B2B,Pequeno,143.0,344.1,5,2059.5,10297.51,3.23,88.86,393.49,1967.45,1.1435,3.98,40.15,38.88,Média,26.69,0,normal,Baixo volume instável
CLI_04124,Sudeste,Indústria,Distribuidor,Pequeno,124.7,577.4,10,5346.95,53469.47,3.14,89.23,231.44,2314.4,0.4008,5.3,19.39,0.0,Média,21.26,0,normal,Recorrentes padrão
CLI_04125,Nordeste,Atacado,Distribuidor,Pequeno,93.3,356.6,9,2123.48,19111.36,4.73,71.01,674.69,6072.21,1.892,13.29,51.67,95.0,Alta,55.17,0,normal,Críticos operacionais
CLI_04126,Sudeste,Indústria,B2B,Médio,44.4,1438.9,25,8098.05,202451.31,2.05,92.73,224.04,5601.0,0.1557,2.14,11.69,24.79,Premium,15.06,0,normal,Estratégicos urbanos
CLI_04127,Centro-Oeste,Indústria,B2B,Pequeno,50.2,986.2,9,4291.36,38622.24,1.77,99.18,245.99,2213.91,0.2494,2.79,17.02,22.31,Alta,10.99,0,normal,Recorrentes padrão
CLI_04128,Sul,Varejo,Distribuidor,Grande,101.1,465.6,8,4756.99,38055.94,3.05,98.29,280.52,2244.16,0.6025,3.49,14.22,9.69,Alta,13.87,0,normal,Recorrentes padrão
CLI_04129,Nordeste,Serviços,Venda direta,Pequeno,255.8,122.0,1,1470.77,1470.77,2.53,94.1,355.55,355.55,2.9143,10.67,60.93,39.26,Baixa,28.88,0,normal,Baixo volume instável
CLI_04130,Norte,Indústria,Distribuidor,Pequeno,233.4,664.5,12,2709.29,32511.46,6.49,67.72,546.15,6553.8,0.8219,6.56,32.58,35.59,Média,49.54,0,normal,Críticos operacionais
CLI_04131,Sul,Serviços,B2B,Médio,101.9,195.1,4,1199.4,4797.6,1.84,97.86,145.22,580.88,0.7443,2.73,56.99,13.41,Média,16.3,0,normal,Baixo volume instável
CLI_04132,Sudeste,E-commerce,Marketplace,Pequeno,301.6,742.3,6,5890.8,35344.77,4.46,86.71,639.59,3837.54,0.8616,6.35,32.07,8.2,Média,29.29,0,normal,Longa distância alto custo
CLI_04133,Sudeste,Varejo,Venda direta,Pequeno,118.1,682.3,8,5343.76,42750.05,2.99,91.05,229.29,1834.32,0.3361,2.57,30.04,22.53,Média,20.97,0,normal,Recorrentes padrão
CLI_04134,Sudeste,E-commerce,Distribuidor,Grande,42.6,569.1,7,3586.64,25106.5,1.76,90.31,279.64,1957.48,0.4914,3.98,15.07,31.78,Média,18.28,0,normal,Recorrentes padrão
CLI_04135,Sul,Varejo,B2B,Grande,139.2,672.5,11,4836.87,53205.54,1.42,85.28,271.98,2991.78,0.4044,2.35,18.42,23.89,Alta,19.38,0,normal,Recorrentes padrão
CLI_04136,Sudeste,Indústria,B2B,Médio,53.4,1114.2,16,7671.65,122746.38,1.34,95.48,246.8,3948.8,0.2215,3.82,12.59,21.78,Alta,12.52,0,normal,Estratégicos urbanos
CLI_04137,Sul,Varejo,B2B,Pequeno,136.6,788.9,10,4558.4,45583.99,3.58,99.5,230.44,2304.4,0.2921,1.55,20.3,30.11,Média,15.49,0,normal,Recorrentes padrão
CLI_04138,Nordeste,E-commerce,B2B,Grande,145.4,223.6,6,1894.54,11367.21,2.67,85.59,561.8,3370.8,2.5125,3.32,25.46,23.1,Média,23.81,0,normal,Baixo volume instável
CLI_04139,Nordeste,Atacado,Venda direta,Médio,511.9,731.4,7,6223.48,43564.34,5.85,82.64,571.42,3999.94,0.7813,5.16,23.95,22.42,Alta,34.8,0,normal,Longa distância alto custo
CLI_04140,Centro-Oeste,Varejo,Marketplace,Grande,73.5,243.4,6,1903.89,11423.33,4.23,80.85,293.57,1761.42,1.2061,6.05,61.67,35.22,Baixa,38.42,0,normal,Baixo volume instável
CLI_04141,Sul,E-commerce,Venda direta,Grande,62.9,613.5,12,3029.33,36351.9,2.17,99.5,161.29,1935.48,0.2629,2.16,21.81,11.17,Média,11.0,0,normal,Recorrentes padrão
CLI_04142,Sudeste,E-commerce,Distribuidor,Pequeno,86.6,1034.2,9,4167.72,37509.49,2.37,87.51,130.18,1171.62,0.1259,5.23,23.62,32.88,Média,23.74,0,normal,Recorrentes padrão
CLI_04143,Norte,Atacado,Venda direta,Médio,52.5,1483.4,19,6539.06,124242.12,1.39,94.74,243.33,4623.27,0.164,2.16,18.02,21.42,Premium,12.6,0,normal,Estratégicos urbanos
CLI_04144,Nordeste,E-commerce,B2B,Pequeno,57.0,530.9,11,3966.89,43635.84,2.54,91.88,131.48,1446.28,0.2477,3.69,15.5,10.86,Alta,17.27,0,normal,Recorrentes padrão
CLI_04145,Nordeste,Atacado,Marketplace,Médio,93.6,566.8,18,4148.51,74673.23,2.38,87.34,200.41,3607.38,0.3536,1.44,17.66,21.81,Média,19.49,0,normal,Recorrentes padrão
CLI_04146,Sudeste,E-commerce,Venda direta,Grande,142.0,625.8,7,4066.69,28466.86,2.46,85.2,238.39,1668.73,0.3809,1.58,21.9,14.33,Média,21.12,0,normal,Recorrentes padrão
CLI_04147,Nordeste,Indústria,Marketplace,Médio,67.3,1696.7,18,9646.98,173645.62,1.51,97.12,271.9,4894.2,0.1603,1.05,13.4,5.38,Alta,8.59,0,normal,Estratégicos urbanos
CLI_04148,Norte,Varejo,B2B,Pequeno,434.1,1191.5,6,4494.47,26966.83,4.71,83.09,661.66,3969.96,0.5553,7.78,44.01,24.75,Média,36.25,0,normal,Longa distância alto custo
CLI_04149,Nordeste,Varejo,Distribuidor,Grande,124.1,687.4,5,3033.25,15166.27,1.45,92.27,268.08,1340.4,0.39,3.65,20.7,17.93,Alta,15.51,0,normal,Recorrentes padrão
CLI_04150,Sudeste,Atacado,Marketplace,Pequeno,125.8,459.6,11,3973.04,43703.49,1.97,91.83,247.78,2725.58,0.5391,4.39,17.07,14.53,Média,16.89,0,normal,Recorrentes padrão
CLI_04151,Nordeste,Indústria,B2B,Pequeno,129.3,752.4,9,5295.77,47661.89,2.57,96.11,217.27,1955.43,0.2888,2.68,23.3,24.54,Alta,15.94,0,normal,Recorrentes padrão
CLI_04152,Sul,Varejo,Venda direta,Médio,108.5,908.6,18,4013.67,72246.0,2.2,90.34,282.47,5084.46,0.3109,2.47,11.82,22.14,Alta,17.06,0,normal,Recorrentes padrão
CLI_04153,Sudeste,Indústria,Venda direta,Médio,40.7,720.5,11,6454.38,70998.14,2.26,97.21,243.24,2675.64,0.3376,3.09,9.92,33.2,Alta,13.77,0,normal,Recorrentes padrão
CLI_04154,Sudeste,E-commerce,Distribuidor,Pequeno,61.6,625.9,11,5637.23,62009.56,2.52,96.19,259.31,2852.41,0.4143,2.38,32.49,23.08,Média,16.59,0,normal,Recorrentes padrão
CLI_04155,Sudeste,Varejo,Marketplace,Médio,400.7,690.9,10,3026.44,30264.38,3.29,89.28,719.48,7194.8,1.0414,4.22,28.14,38.66,Média,25.2,0,normal,Longa distância alto custo
CLI_04156,Sudeste,Indústria,B2B,Médio,54.7,739.2,18,7300.55,131409.84,1.67,97.66,212.29,3821.22,0.2872,1.34,6.74,17.74,Premium,9.04,0,normal,Estratégicos urbanos
CLI_04157,Sul,Indústria,B2B,Médio,361.1,410.2,10,4348.71,43487.1,5.38,54.52,792.92,7929.2,1.933,12.32,33.95,49.5,Média,61.03,0,normal,Críticos operacionais
CLI_04158,Sudeste,Varejo,Venda direta,Médio,73.4,1343.7,12,7604.16,91249.9,1.35,96.28,270.88,3250.56,0.2016,1.93,11.09,15.88,Alta,9.97,0,normal,Estratégicos urbanos
CLI_04159,Centro-Oeste,Indústria,Venda direta,Grande,72.8,865.0,13,3688.34,47948.39,2.77,89.3,283.04,3679.52,0.3272,3.78,35.27,35.12,Média,24.17,0,normal,Recorrentes padrão
CLI_04160,Sudeste,Varejo,Marketplace,Pequeno,46.5,801.3,17,9428.71,160288.04,1.92,94.04,178.39,3032.63,0.2226,1.2,10.73,10.11,Premium,11.84,0,normal,Estratégicos urbanos
CLI_04161,Sul,Serviços,Distribuidor,Médio,146.4,611.4,10,5511.66,55116.64,3.07,87.08,254.17,2541.7,0.4157,5.21,17.79,26.45,Média,24.48,0,normal,Recorrentes padrão
CLI_04162,Sudeste,Serviços,Venda direta,Pequeno,101.0,969.7,12,3761.69,45140.29,1.71,90.31,279.95,3359.4,0.2887,3.63,12.43,1.71,Alta,15.04,0,normal,Recorrentes padrão
CLI_04163,Centro-Oeste,E-commerce,Venda direta,Grande,78.4,265.6,4,1689.44,6757.78,3.4,84.53,418.42,1673.68,1.5754,11.84,35.19,49.12,Média,35.85,0,normal,Baixo volume instável
CLI_04164,Sudeste,Varejo,Distribuidor,Pequeno,76.1,732.4,7,4368.58,30580.06,2.51,89.14,306.11,2142.77,0.418,2.96,21.95,13.61,Alta,19.55,0,normal,Recorrentes padrão
CLI_04165,Nordeste,E-commerce,Marketplace,Pequeno,317.7,956.2,12,7438.79,89265.44,3.76,88.79,631.79,7581.48,0.6607,4.1,33.05,30.27,Média,26.53,0,normal,Longa distância alto custo
CLI_04166,Sul,Varejo,B2B,Médio,155.7,480.6,15,4052.73,60790.93,2.44,90.53,273.94,4109.1,0.57,4.34,26.23,22.04,Alta,20.68,0,normal,Recorrentes padrão
CLI_04167,Nordeste,Serviços,B2B,Médio,47.9,1768.1,24,6871.59,164918.07,1.93,97.99,265.39,6369.36,0.1501,2.13,10.66,23.5,Alta,11.01,0,normal,Estratégicos urbanos
CLI_04168,Sul,Serviços,Venda direta,Pequeno,75.6,602.6,11,3111.32,34224.56,2.15,90.63,158.03,1738.33,0.2622,3.41,21.43,30.06,Alta,19.3,0,normal,Recorrentes padrão
CLI_04169,Sudeste,Indústria,Distribuidor,Pequeno,80.0,505.1,11,4019.52,44214.75,1.7,97.09,269.79,2967.69,0.5341,4.68,13.43,20.85,Média,12.99,0,normal,Recorrentes padrão
CLI_04170,Sul,Atacado,Marketplace,Pequeno,80.3,620.1,8,3075.54,24604.31,1.95,88.89,293.38,2347.04,0.4731,2.83,20.66,25.61,Média,19.07,0,normal,Recorrentes padrão
CLI_04171,Sul,Varejo,B2B,Pequeno,5.0,30.0,13,3699.48,48093.25,5.99,48.03,566.6,7365.8,18.8867,9.78,38.58,43.07,Média,65.11,0,normal,Críticos operacionais
CLI_04172,Sudeste,Varejo,Distribuidor,Grande,352.0,829.7,7,6983.03,48881.24,4.36,76.05,689.94,4829.58,0.8316,4.17,11.2,24.95,Alta,33.36,0,normal,Longa distância alto custo
CLI_04173,Nordeste,E-commerce,B2B,Pequeno,268.4,539.7,9,3288.11,29593.02,5.59,72.15,488.78,4399.02,0.9057,6.53,24.66,78.7,Média,46.95,0,normal,Críticos operacionais
CLI_04174,Centro-Oeste,Varejo,B2B,Pequeno,141.1,782.4,8,3183.03,25464.24,2.32,45.58864634401322,237.51,1900.08,0.3036,4.35,20.47,23.98,Média,49.79,1,baixo_prazo_extremo,Recorrentes padrão
CLI_04175,Centro-Oeste,Indústria,Venda direta,Pequeno,82.9,343.5,7,1230.18,8611.25,3.34,89.63,153.08,1071.56,0.4456,6.4,27.11,37.78,Baixa,26.44,0,normal,Baixo volume instável
CLI_04176,Nordeste,Serviços,B2B,Grande,333.1,672.7,7,4270.31,29892.15,5.03,84.25,551.25,3858.75,0.8195,6.48,30.89,39.23,Média,34.91,0,normal,Longa distância alto custo
CLI_04177,Norte,Atacado,B2B,Médio,154.3,452.1,6,4790.75,28744.48,4.7,85.6,511.51,3069.06,1.1314,7.27,27.67,28.6,Média,32.45,0,normal,Longa distância alto custo
CLI_04178,Sudeste,Atacado,B2B,Médio,449.7,394.9,3,4277.67,12833.02,5.63,71.94,695.73,2087.19,1.7618,11.97,48.81,53.47,Baixa,52.0,0,normal,Críticos operacionais
CLI_04179,Sul,E-commerce,Marketplace,Médio,361.3,334.6,5,5218.22,26091.08,4.6,82.08,787.94,3939.7,2.3549,5.86,20.43,21.25,Alta,32.0,0,normal,Longa distância alto custo
CLI_04180,Centro-Oeste,Serviços,Venda direta,Pequeno,169.0,50.8,3,1817.53,5452.6,3.83,92.2,371.86,1115.58,7.3201,8.26,58.59,31.21,Baixa,30.7,0,normal,Baixo volume instável
CLI_04181,Norte,Varejo,B2B,Médio,89.6,270.0,6,1852.56,11115.38,3.06,98.35,308.32,1849.92,1.1419,9.51,34.82,40.5,Média,23.35,0,normal,Baixo volume instável
CLI_04182,Sul,Atacado,Venda direta,Pequeno,37.2,1149.7,11,10014.88,110163.71,1.83,97.54,278.13,3059.43,0.2419,1.01,7.61,17.76,Premium,9.39,0,normal,Estratégicos urbanos
CLI_04183,Centro-Oeste,Atacado,Distribuidor,Médio,311.8,513.3,1,3099.82,3099.82,5.41,90.62,523.72,523.72,1.0203,6.88,5.57,17.69,Média,26.89,0,normal,Longa distância alto custo
CLI_04184,Sul,Varejo,Distribuidor,Médio,173.7,863.8,6,5132.1,30792.6,2.04,96.6,294.81,1768.86,0.3413,2.27,26.63,28.23,Média,14.73,0,normal,Recorrentes padrão
CLI_04185,Nordeste,Atacado,Venda direta,Pequeno,469.9,479.4,2,2942.9,5885.79,6.38,70.57,733.75,1467.5,1.5306,16.9,53.37,44.5,Média,58.13,0,normal,Críticos operacionais
CLI_04186,Sudeste,Serviços,Venda direta,Pequeno,175.6,136.2,5,1023.23,5116.17,3.69,83.12,253.64,1268.2,1.8623,8.27,41.38,49.51,Baixa,35.78,0,normal,Baixo volume instável
CLI_04187,Sudeste,Atacado,Venda direta,Grande,13.6,1257.5,16,10121.93,161950.84,1.27,93.98,211.64,3386.24,0.1683,0.49,3.95,17.19,Premium,9.48,0,normal,Estratégicos urbanos
CLI_04188,Centro-Oeste,Indústria,B2B,Médio,32.8,848.1,22,8352.72,183759.94,1.77,98.64,197.72,4349.84,0.2331,0.77,11.09,16.91,Premium,8.71,0,normal,Estratégicos urbanos
CLI_04189,Nordeste,Atacado,Venda direta,Pequeno,87.0,1967.2,17,7906.13,134404.14,1.38,92.72,214.97,3654.49,0.1093,1.11,7.57,10.71,Alta,10.95,0,normal,Estratégicos urbanos
CLI_04190,Sul,E-commerce,Venda direta,Pequeno,67.6,493.0,11,5165.99,56825.85,2.49,85.62,318.53,3503.83,0.6461,3.43,18.79,27.45,Média,22.95,0,normal,Recorrentes padrão
CLI_04191,Sudeste,Atacado,Marketplace,Pequeno,67.8,1189.0,19,10026.98,190512.66,1.79,91.95,230.87,4386.53,0.1942,1.22,14.29,9.9,Alta,13.35,0,normal,Estratégicos urbanos
CLI_04192,Centro-Oeste,Varejo,B2B,Grande,200.1,251.4,3,943.97,2831.92,2.72,83.52,242.92,728.76,0.9663,5.28,40.76,49.04,Baixa,30.84,0,normal,Baixo volume instável
CLI_04193,Centro-Oeste,Indústria,B2B,Pequeno,365.7,1035.1,2,7781.29,15562.57,5.62,94.12,571.56,1143.12,0.5522,5.27,27.24,23.99,Média,27.2,0,normal,Longa distância alto custo
CLI_04194,Sul,Varejo,Venda direta,Médio,58.9,239.4,3,1747.87,5243.61,2.47,95.99,248.13,744.39,1.0365,4.53,48.29,18.82,Baixa,19.77,0,normal,Baixo volume instável
CLI_04195,Centro-Oeste,Atacado,B2B,Grande,65.2,566.1,13,4980.3,64743.88,2.65,95.44,257.17,3343.21,0.4543,3.86,15.91,39.41,Média,17.75,0,normal,Recorrentes padrão
CLI_04196,Sul,E-commerce,Venda direta,Pequeno,156.8,939.8,14,4439.21,62148.89,3.09,92.05,273.73,3832.22,0.2913,4.34,23.26,32.19,Média,21.77,0,normal,Recorrentes padrão
CLI_04197,Nordeste,Indústria,B2B,Pequeno,61.9,1768.7,22,10555.46,232220.09,1.18,93.46,156.38,3440.36,0.0884,1.06,12.63,25.04,Premium,11.77,0,normal,Estratégicos urbanos
CLI_04198,Sudeste,Varejo,Venda direta,Pequeno,197.1,175.3,4,1680.02,6720.08,3.43,83.11,232.68,930.72,1.3273,4.11,65.87,52.63,Média,35.52,0,normal,Baixo volume instável
CLI_04199,Sudeste,Serviços,Venda direta,Pequeno,58.7,1241.6,17,8679.89,147558.1,1.73,95.54,239.82,4076.94,0.1932,2.61,9.52,19.43,Premium,12.0,0,normal,Estratégicos urbanos
CLI_04200,Sudeste,Indústria,Distribuidor,Médio,58.1,669.7,19,8633.38,164034.31,1.43,99.49,399.0426742932079,7581.81,0.5959,1.76,17.76,18.5,Alta,8.97,1,custo_extremo,Estratégicos urbanos
CLI_04201,Nordeste,Atacado,Venda direta,Pequeno,56.5,536.5,18,12485.36,224736.54,1.55,99.5,152.62,2747.16,0.2845,0.88,16.53,23.96,Alta,8.94,0,normal,Estratégicos urbanos
CLI_04202,Norte,Serviços,Venda direta,Médio,172.1,248.6,4,2636.32,10545.28,2.27,87.92,301.61,1206.44,1.2132,7.18,48.56,50.96,Baixa,29.28,0,normal,Baixo volume instável
CLI_04203,Norte,Indústria,Marketplace,Médio,43.5,1476.6,12,8631.39,103576.72,1.77,98.6,150.59,1807.08,0.102,2.9,17.76,25.12,Alta,11.79,0,normal,Estratégicos urbanos
CLI_04204,Norte,Varejo,B2B,Médio,416.0,1118.3,9,5256.67,47310.05,2.4,74.78,677.78,6100.02,0.6061,6.36,13.62,28.96,Média,31.52,0,normal,Longa distância alto custo
CLI_04205,Norte,Atacado,Marketplace,Pequeno,252.0,245.9,5,2057.96,10289.8,2.81,89.82,251.9,1259.5,1.0244,4.74,37.06,32.13,Baixa,24.58,0,normal,Baixo volume instável
CLI_04206,Sudeste,Indústria,B2B,Médio,112.3,189.8,6,1455.84,8735.02,3.28,86.83,301.55,1809.3,1.5888,3.6,58.3,40.66,Média,30.34,0,normal,Baixo volume instável
CLI_04207,Sudeste,Varejo,Marketplace,Médio,30.8,1921.9,21,12558.04,263718.77,1.81,95.3,284.69,5978.49,0.1481,0.53,15.2,0.22,Alta,9.98,0,normal,Estratégicos urbanos
CLI_04208,Centro-Oeste,E-commerce,B2B,Médio,69.9,1139.1,13,8352.48,108582.18,2.17,98.61,256.27,3331.51,0.225,1.41,6.72,27.95,Premium,10.56,0,normal,Estratégicos urbanos
CLI_04209,Sul,Varejo,B2B,Pequeno,143.0,838.0,7,4712.54,32987.75,2.31,91.0,351.27,2458.89,0.4192,2.98,24.08,10.04,Alta,17.79,0,normal,Recorrentes padrão
CLI_04210,Sudeste,Varejo,B2B,Grande,42.6,1176.4,22,11167.64,245688.02,1.83,89.67,197.28,4340.16,0.1677,2.39,11.35,16.44,Premium,15.99,0,normal,Estratégicos urbanos
CLI_04211,Nordeste,Varejo,Venda direta,Pequeno,397.4,280.8,11,5363.37,58997.07,3.97,80.81,846.91,9316.01,3.0161,2.93,9.62,18.07,Alta,27.55,0,normal,Longa distância alto custo
CLI_04212,Sudeste,Atacado,B2B,Pequeno,102.8,295.5,9,5050.66,45455.95,3.43,92.59,320.11,2880.99,1.0833,4.56,17.72,13.32,Média,20.13,0,normal,Recorrentes padrão
CLI_04213,Sudeste,Atacado,Venda direta,Médio,96.6,547.7,11,4679.42,51473.58,2.05,85.77,234.8,2582.8,0.4287,5.36,12.96,29.8,Média,22.59,0,normal,Recorrentes padrão
CLI_04214,Sudeste,Serviços,B2B,Médio,53.5,1870.3,23,9431.3,216919.98,1.0537499441938312,95.4,169.85,3906.55,0.0908,1.66,10.6,15.79,Premium,9.56,1,lead_time_extremo,Estratégicos urbanos
CLI_04215,Norte,Varejo,B2B,Grande,229.8,929.4,8,7682.4,61459.21,3.13,89.82,462.05,3696.4,0.4971,3.41,7.83,28.69,Média,20.45,0,normal,Longa distância alto custo
CLI_04216,Sudeste,Varejo,B2B,Médio,44.5,1695.8,16,7243.21,115891.4,1.57,99.5,230.2,3683.2,0.1357,0.74,17.42,15.1,Premium,8.26,0,normal,Estratégicos urbanos
CLI_04217,Sul,Indústria,Marketplace,Médio,372.0,599.1,7,6036.65,42256.58,4.94,87.97,535.56,3748.92,0.8939,3.93,40.48,24.03,Média,30.31,0,normal,Longa distância alto custo
CLI_04218,Sudeste,Varejo,B2B,Médio,44.7,783.8,19,9803.96,186275.21,1.94,93.26,224.7,4269.3,0.2867,2.19,17.91,23.96,Premium,15.19,0,normal,Estratégicos urbanos
CLI_04219,Sudeste,Indústria,Venda direta,Pequeno,347.1,446.0,3,3515.59,10546.76,5.44,53.76,498.55,1495.65,1.1178,17.61,42.86,50.38,Média,66.66,0,normal,Críticos operacionais
CLI_04220,Norte,Indústria,B2B,Pequeno,480.2,1111.3,8,3229.6,25836.82,5.49,81.65,621.55,4972.4,0.5593,3.45,29.34,37.57,Alta,35.29,0,normal,Longa distância alto custo
CLI_04221,Centro-Oeste,Serviços,Distribuidor,Médio,33.2,1593.6,23,9436.85,217047.48,1.44,97.23,173.88,3999.24,0.1091,2.68,16.57,21.48,Premium,11.26,0,normal,Estratégicos urbanos
CLI_04222,Norte,Atacado,Distribuidor,Médio,88.0,1191.1,14,9806.79,137295.11,1.73,99.41,199.75,2796.5,0.1677,1.18,9.67,26.42,Premium,9.01,0,normal,Estratégicos urbanos
CLI_04223,Sul,Varejo,B2B,Grande,53.5,528.2,12,2856.6,34279.18,2.5,89.43,218.26,2619.12,0.4132,2.88,25.09,28.04,Média,20.88,0,normal,Recorrentes padrão
CLI_04224,Norte,Varejo,B2B,Médio,8.9,1617.0,6,10430.95,62585.72,1.82,97.44,206.23,1237.38,0.1275,0.19,5.46,11.95,Premium,8.09,0,normal,Estratégicos urbanos
CLI_04225,Nordeste,Varejo,B2B,Médio,49.9,895.4,24,10013.11,240314.68,1.41,96.81,257.39,6177.36,0.2875,2.05,13.65,28.53,Premium,11.24,0,normal,Estratégicos urbanos
CLI_04226,Sul,Serviços,B2B,Médio,89.9,390.2,2,1348.05,2696.11,2.54,93.37,294.06,588.12,0.7536,10.12,57.61,26.83,Baixa,27.53,0,normal,Baixo volume instável
CLI_04227,Nordeste,E-commerce,Marketplace,Médio,354.0,473.9,5,4940.79,24703.97,2.61,85.33,701.04,3505.2,1.4793,4.74,25.29,25.74,Média,25.05,0,normal,Longa distância alto custo
CLI_04228,Nordeste,Varejo,Venda direta,Grande,45.5,862.3,16,9241.28,147860.41,1.65,96.84,179.07,2865.12,0.2077,1.03,10.08,19.28,Premium,9.86,0,normal,Estratégicos urbanos
CLI_04229,Centro-Oeste,Atacado,Distribuidor,Médio,442.0,916.7,11,3986.02,43846.21,4.33,90.08,553.57,6089.27,0.6039,7.29,25.28,20.01,Alta,27.52,0,normal,Longa distância alto custo
